,Unnamed: 0,제작(수입)사,차명,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의,Title,Ministry,Date,Subject
1198,1198,현대자동차(주),투싼 (TL),2014-10-08 ~ 2020-10-10,2021-02-25 ~,"185,030 대",제동장치,전자제어유압장치(HECU) 모듈 내 회로 기판의 전기적 합선으로 인한 전자제어유압장치 소손 가능성에 따른 리콜,ESC 사양: 소손 예방을 위한 HECU 개선퓨즈 장착EPB 사양: 소손 예방을 위한 HECU 개선퓨즈 장착 및 소프트웨어 업데이트,현대자동차 대표번호 080-600-6000,[현대] 투싼 - 전자제어유압장치(HECU) 관련 리콜,국토교통부,2021-02-25,[현대] 투싼 - 전자제어유압장치(HECU) 관련 리콜
1199,1199,(주)볼보자동차코리아,XC40,2020-06-12 ~ 2020-06-19,2021-02-24 ~,270 대,제동장치,"조립 공정상의 오류로 인해 브레이크 컨트롤 유닛(Brake Control Unit)을 고정하는 너트가 충분하게 조여져 있지 않은 것을 발견하였으며, 이 경우 탑승자는 소음으로 해당 결함을 인지할 수 있으며 운전자의 주행 방식에 따라 3~10년 내에 너트가 풀릴 가능성이 있고, 이로인해 브레이크 성능이 저하될 위험이 있음. 브레이크 컨트롤 유닛이 제대로 고정되지 않을 경우, 브레이크 페달을 밟더라도 의도한 만큼의 제동신호가 브레이크 컨트롤 유닛으로 전달되지 않아 브레이크가 정상적으로 작동되지 않을 수 있는 가능성에 따른 리콜",대상 차량에 장착된 너트를 신품으로 교체하는 동시에 더 높은 토크 조임값으로 너트를 조이는 작업을 실시,볼보자동차코리아 대표번호 1588-1777,[볼보] XC40 - 브레이크 컨트롤 유닛 관련 리콜,국토교통부,2021-02-24,[볼보] XC40 - 브레이크 컨트롤 유닛 관련 리콜
1200,1200,한국닛산(주),PATHFINDER,2013-01-17 ~ 2015-09-30,2021-02-24 ~,396 대,연료장치,"브레이크 페달의 뒷부분에 장착된 브레이크 등(Stop Lamp) 스위치의 설치 위치(Layout)가 적절하지 않은 문제로 인하여 브레이크 페달을 반복적으로 사용하는 특정 조건에서 브레이크 등 릴레이의 떨림(채터링) 현상이 발생하여 시간이 지남에 따라 릴레이의 접점 수명을 저하 시켜, 브레이크 등 스위치 릴레이가 ON 위치에서 고착될 수 있고, 그로 인해서 운전자가 브레이크 페달을 밟지 않더라도 기어변경이 가능하고 주행 중 브레이크 등이 계속 점등되어 뒤 따라오는 차량의 안전운행에 지장을 줄 수 있는 가능성에 따른 리콜",1. 브레이크 / 브레이크 등 릴레이 확인 후 필요 시 릴레이 교환2. 릴레이 교환 후 브레이크 등 스위치와 브레이크 페달 포지션 스위치의 위치 확인 후 조정,한국닛산 대표번호 080-010-2323,[한국닛산] PATHFINDER - 브레이크 페달의 브레이크 등 스위치 관련 리콜,국토교통부,2021-02-24,[한국닛산] PATHFINDER - 브레이크 페달의 브레이크 등 스위치 관련 리콜
1201,1201,폭스바겐그룹코리아 주식회사,"Arteon 2.0 TDI 4M, Passat GT 2.0 TDI 4M",2018-01-11 ~ 2020-08-17,2021-02-22 ~,922 대,승차 및 실내장치,"특정 기간 동안 적용된 설계변경(연료라인 길이 단축) 오류로 인하여, 보조 연료 탱크 내 설치된 흡입제트펌프가 일부 기울어진 상태로 장착 된 경우, 흡입제트펌프의 경사로 인하여 계기판의 연료 게이지에 표시된 남은 연료가 실제보다 높게 표시될 수 있으며, 이로인해 주유를 위한 정확한 연료 수준을 운전자가 확인하기 어려워지고, 연료 탱크 내 연료 완전 소진 시 시동꺼짐 등이 발생할 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>Arteon 2.0 TDI 4M: 2019.12.18~2020.08.17Passat GT 2.0 TDI 4M: 2018.01.11~2018.07.03",대상 차량의 흡입제트펌프(연료공급라인 포함)을 개선품으로 교체 실시,아우디폭스바겐 대표번호 080-767-0089,[폭스바겐그룹] Arteon 2.0 TDI 4M 등 2차종 - 흡입제트펌프 관련 리콜,국토교통부,2021-02-22,[폭스바겐그룹] Arteon 2.0 TDI 4M 등 2차종 - 흡입제트펌프 관련 리콜
1202,1202,비엠더블유코리아(주),"BMW 420i Convertible, BMW 430i Convertible",2020-11-12 ~ 2021-01-19,2021-02-19 ~,180 대,주행장치,"BMW 자체 품질 조사 결과 헤드에어백을 작동시키는 컨트롤유닛의 소프트웨어 오류가 확인되었으며, 이런 경우 측면 충돌 시 헤드에어백의 전개 시기가 늦어 탑승자의 머리를 완벽하게 보호하지 못할 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>BMW 420i Convertible: 2020.11.12~2021.01.19BMW 430i Convertible: 2020.11.12~2020.11.20",헤드에어백 소프트웨어 업데이트,비엠더블유 리콜전담센터 080-269-5181,[비엠더블유] BMW 420i Convertible 등 2차종 - 헤드에어백 관련 리콜,국토교통부,2021-02-19,[비엠더블유] BMW 420i Convertible 등 2차종 - 헤드에어백 관련 리콜
1203,1203,비엠더블유코리아(주),BMW X6 xDrive40i,2020-09-16 ~ 2020-09-16,2021-02-19 ~,1 대,동력전달장치,"차량 생산과정에서 상. 하부의 스티어링 샤프트를 연결하는 유니버셜조인트의 고정볼트가 제대로 체결되지 않았을 가능성이 있으며, 이런 경우 조향장치에서 유격 및 소음이 발생할 수 있고, 고정볼트가 풀리게 되면 조향이 불가할 수 있는 가능성에 따른 리콜",유니버셜조인트의 고정볼트 체결 상태를 점검하고 필요 시 스티어링 샤프트를 교체,비엠더블유 리콜 전담 센터 080-269-5181,[비엠더블유] BMW X6 xDrive40i - 스티어링 샤프트의 유니버셜조인트 관련 리콜,국토교통부,2021-02-19,[비엠더블유] BMW X6 xDrive40i - 스티어링 샤프트의 유니버셜조인트 관련 리콜
1204,1204,비엠더블유코리아(주),"BMW 520i, BMW 530i, BMW 530i xDrive, BMW 540i xDrive, BMW 630i xDrive, BMW 640i xDrive, BMW 740Li xDrive",2020-03-13 ~ 2020-07-06,2021-02-19 ~,145 대,승차 및 실내장치,"뒤 드라이브샤프트를 제조하는 공급 업체에서 생산과정 중 담금질(Quenching) 단계의 공정 오류로 가열 후 냉각 시간이 늦어 경도 및 강도가 저하되었을 수 있으며, 이런 경우 사용시간에 걸쳐 주행 중 드라이브샤프트가 파손될 수 있으며 변속 레버를 주차(P)로 두어도 차량이 움직일 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>BMW 520i: 2020.05.20~2020.06.08BMW 530i: 2020.05.20~2020.05.29BMW 530i xDrive: 2020.05.29BMW 540i xDrive: 2020.07.01~2020.07.06BMW 540i xDrive: 2020.06.16~2020.06.26BMW 630i xDrive: 2020.06.08~2020.06.10BMW 640i xDrive: 2020.06.08~2020.06.16BMW 740Li xDrive: 2020.03.13~2020.06.08",부품 공급사와 차량 생산기록을 토대로 문제가 있는 드라이브샤프트를 정상적으로 생산된 것으로 교체,비엠더블유 리콜 전담 센터 080-269-5181,[비엠더블유] BMW 520i 등 7차종 - 뒤 드라이브 샤프트 관련 리콜,국토교통부,2021-02-19,[비엠더블유] BMW 520i 등 7차종 - 뒤 드라이브 샤프트 관련 리콜
1205,1205,한국지엠(주),이쿼녹스,2020-06-10 ~ 2020-08-11,2021-02-19 ~,65 대,전기장치,"원제작자인 지엠(미국)으로부터 수입하는 과정에서 개정된 해당 안전기준 적용시점의 차이로, 앞좌석 승객석 측에 에어백 경고 문구 라벨이 미 부착되었으며 이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제102조 제3항 <충돌 시의 승객보호> 기준을 만족하지 못함에 따른 리콜",에어백 경고 문구 라벨이 부착된 앞좌석 승객석 측 햇빛 가리개로 교환,한국지엠 대표번호 080-300-5000,[한국지엠] 이쿼녹스 - 에어백 경고 문구 라벨 관련 리콜,국토교통부,2021-02-19,[한국지엠] 이쿼녹스 - 에어백 경고 문구 라벨 관련 리콜
1206,1206,화창상사(주),"CHIEF DARK HORSE, CHIEF VINTAGE, CHIEFTAIN LIMITED, CHIEFTAIN, CHIEFTAIN DARK HORSE, SPRINGFIELD, SPRINGFIELD DARK HORSE, ROADMASTER, ROADMASTER ELITE, FTR 1200, FTR 1200 S",2019-02-18 ~ 2019-07-17,2021-02-19 ~,75 대,전기장치,회로자동차단기(CIRCUIT BREAKER) 내부 부품(REED) 제조 불량으로 정격전류 이하에서 회로자동차단기가 작동하여 운행 중 예기치 못한 시동꺼짐 현상이 발생될 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>CHIEF DARK HORSE: 2019.02.25~2019.05.25CHIEF VINTAGE: 2019.04.08~2019.06.04CHIEFTAIN LIMITED: 2019.05.30CHIEFTAIN: 2019.03.22~2019.04.09CHIEFTAIN DARK HORSE: 2019.03.19~2019.05.21SPRINGFIELD: 2019.04.05~2019.05.07SPRINGFIELD DARK HORSE: 2019.04.29~2019.05.07ROADMASTER: 2019.02.18~2019.06.06ROADMASTER ELITE: 2019.02.28~2019.03.05FTR 1200: 2019.05.15~2019.05.29FTR 1200 S: 2019.05.31~2019.06.18FTR 1200 S: 2019.03.25~2019.07.17,"서비스센터에서 대상 차량임을 확인 후, 개선된 회로자동차단기(CIRCUIT BREAKER) 교환",화창상사 대표번호 02-794-6111 / 이태원 02-794-1116 / 부산 051-761-0369,[화창상사] CHIEF DARK HORSE 등 11차종 - 회로자동차단기 관련 리콜,국토교통부,2021-02-19,[화창상사] CHIEF DARK HORSE 등 11차종 - 회로자동차단기 관련 리콜
1207,1207,포드세일즈서비스코리아(유),Continental,2016-06-29 ~ 2018-09-20,2021-02-18 ~,"1,775 대",연료장치,"PCM 및 엔진/변속기 고정 커넥터로 수분이 침투할 수 있으며, 이런 경우 차량 정지 또는 전원 손실이 발생할 수 있고 시동 불가, 엔진 정지 불가, 충전 시스템 고장, A/C(에어컨디셔닝) 시스템 고장 그리고 기타 경고등이 계기판에 점등될 수 있는 가능성에 따른 리콜",대상차량 확인 후 PCM 및 엔진/변속기 고정 커넥터 점검 후 조치,선인자동차: 02-2216-1100 / 프리미어모터스: 1522-5405 / 더파크모터스: 02-6177-1000 / 이한모터스: 062-515-1020,[포드] Continental - PCM 및 엔진/변속기 고정 커넥터 관련 리콜,국토교통부,2021-02-18,[포드] Continental - PCM 및 엔진/변속기 고정 커넥터 관련 리콜
1208,1208,한불모터스(주),"Peugeot 2008 1.6 BlueHDi, Peugeot 208 1.6 BlueHDi, Citroen C4 Cactus 1.6 BlueHDi, DS3 1.6 BlueHDi",2015-05-28 ~ 2016-11-30,2021-02-17 ~,"3,646 대",제동장치,"연료 탱크 내부에 장착되어 있는 연료 첨가제 펌프 모듈에서 설계 오류가 확인되었으며, 연료 첨가제 펌프 모듈의 내부 결함이 있을 경우, 장기적으로 촉매에 탄소 산화물이 연소되지 못하고 쌓이게 되는 현상이 발생하고 계기판에 엔진 경고등이 점등될 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>Peugeot 2008 1.6 BlueHDi: 2015.05.28~2016.11.24Peugeot 208 1.6 BlueHDi: 2016.02.09~2016.10.12Citroen C4 Cactus 1.6 BlueHDi: 2016.01.28~2016.11.30?DS3 1.6 BlueHDi: 2015.12.03~2016.11.25",연료 첨가제 탱크 교환,한불모터스 대표번호 02-545-5665,[한불] Peugeot 2008 1.6 BlueHDi 등 4차종 - 연료 첨가제 탱크 모듈 관련 리콜,환경부,2021-02-17,[한불] Peugeot 2008 1.6 BlueHDi 등 4차종 - 연료 첨가제 탱크 모듈 관련 리콜
1209,1209,다임러트럭코리아(주),스프린터,2020-01-29 ~ 2020-08-13,2021-02-15 ~,13 대,원동기,"차량 앞, 뒤차축 양쪽 브레이크 호스의 조립공정 중 날카로운 장비와 접촉으로 호스가 손상되어 장착된 결함이 발견되었으며 손상된 호스에서 브레이크 오일이 누유될 경우, 제동력이 저하되어 사고가 발생할 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>스프린터 (319): 2020.01.29~2020.08.13스프린터 (519: 2020.08.13","앞, 뒤 차축 양쪽 브레이크 호스 상태 점검, 필요 시 교체",메르세데스벤츠 밴 365 고객센터 080-365-8207,"[다임러트럭] 3세대 뉴 스프린터 - 앞, 뒤 차축 양쪽 브레이크 호스 관련 리콜",국토교통부,2021-02-15,"[다임러트럭] 3세대 뉴 스프린터 - 앞, 뒤 차축 양쪽 브레이크 호스 관련 리콜"
1210,1210,혼다코리아(주),ACCORD,2013-03-02 ~ 2014-10-01,2021-02-15 ~,"2,799 대",창유리,"드라이브샤프트에 장착되는 다이나믹 댐퍼의 접착제 설계 오류로 드라이브샤프트의 표면 코팅과 잡착제 사이에 열화가 발생하고 이로 인해 벗겨진 코팅 사이로 소금 성분 또는 제설제(염수)가 내부로 침투되면 드라이브샤프트의 다이나믹 댐퍼 장착부에 부식이 발생할 수 있으며, 부식이 심해진 상황에서 드라이브샤프트에 강한 힘(풀악셀, 급발진 등)이 전달되면 드라이브샤프트가 다이나믹 댐퍼 부분에서 파손될 수 있어 주행을 할 수 없거나 주차 상태에서 차량이 움직일 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>ACCORD: 2013.03.02~2013.04.26ACCORD: 2013.09.04~2014.07.23ACCORD: 2014.08.27~2014.10.0","드라이브샤프트 검사, 기준 미달 시 개선대책 드라이브샤프트 교체",혼다코리아 대표번호 080-360-0505,[혼다] ACCORD - 드라이브샤프트 관련 리콜,국토교통부,2021-02-15,[혼다] ACCORD - 드라이브샤프트 관련 리콜
1211,1211,(주)에프엠케이,페라리 812 Superfast,2017-09-19 ~ 2020-06-16,2021-02-15 ~,75 대,등화장치,"후면 창유리 공급업체의 생산 공정상 오류로 인해 차체와 후면 창유리가 서로 접착되는 표면이 세척되지 않고 접착됨으로 인해 후면 창유리 접합부의 접착력이 감소될 수 있으며, 이로 인해 후면 창유리가 차량으로부터 이탈되어 사고가 발생할 수 있는 가능성에 따른 리콜",후면 창유리 교체,페라리 공식 서비스센터 / 반포 서비스센터 02-537-0378 / 성수 서비스센터 02-3433-0880 / 부산 서비스센터 051-731-3771,[에프엠케이] 페라리 812 Superfast - 후면 창유리 관련 리콜,국토교통부,2021-02-15,[에프엠케이] 페라리 812 Superfast - 후면 창유리 관련 리콜
1212,1212,다임러트럭코리아(주),3세대 뉴 스프린터 (New Sprinter),2020-07-06 ~ 2020-09-11,2021-02-15 ~,13 대,등화장치,"차량 전조등 위치센서 연결부가 너무 길게 설계되어 전조등(전방 LED 헤드램프)이 조사범위를 넘어 높게 비추는 결함이 발견되었으며, 이는 UN ECE 규정 48 및 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제38조 제1항3호 및 동규칙 별호 6의3 기준에 부적합함에 따른 리콜",차량 전조등 위치센서 연결부 교체 및 전조등 위치 조정,메르세데스 벤츠 밴 365 고객센터 080-365-8207,[다임러트럭] 3세대 뉴 스프린터 - 차량 전조등 위치센서 연결부 관련 리콜,국토교통부,2021-02-15,[다임러트럭] 3세대 뉴 스프린터 - 차량 전조등 위치센서 연결부 관련 리콜
1213,1213,폭스바겐그룹코리아 주식회사,URUS,2019-05-03 ~ 2020-09-15,2021-02-10 ~,347 대,승차 및 실내장치,전폭 200센티미터가 초과되는 본 모델에 허용되지 않는 주차등 기능이 활성화 되어 있어 '자동차 및 자동차 부품의 성능과 기준에 관한 규칙' 제47조 제3항의 제40조의 3(주차등)에 규정되지 아니한 등화나 반사기 등을 설치하여서는 안되는다는 조항을 충족하지 못함이 확인됨에 따른 리콜,등화장치를 제어하는 소프트웨어를 업데이트 하여 주차등 작동기능을 비활성화 함,람보르기니 대표번호 080-000-8999,[람보르기니] URUS - 주차등 관련 리콜,국토교통부,2021-02-10,[람보르기니] URUS - 주차등 관련 리콜
1214,1214,(주)볼보자동차코리아,"V60CC, V90CC, XC60, XC90",2020-09-10 ~ 2020-09-22,2021-02-04 ~,176 대,원동기,"SRS 컨트롤 유닛 (SRS Control Unit)이 조립 공정에서 작업자의 실수로 인해 올바른 조임 토크로 차량에 장착되지 않았을 수 있으며, 이런 경우 상황에 따라 계기판에 SRS 경고등과 함께 ""긴급 서비스 요망"" 메세지가 뜰 수 있고 만일 해당 유닛을 고정하는 볼트가 풀려 본체의 고정력이 상실되는 경우, SRS 컨트롤 유닛과 차량의 접지 부분이 간헐적으로 끊기게 되며, 이는 결과적으로 전원 공급을 방해하여 장치의 정상작동에 영향을 주게 되고 이러한 상황에서 차량의 충돌 사고가 발생하게 되면 승객 보호에 필요한 기능이 정상적으로 작동하지 않을 수 있음이 발견됨에 따른 리콜<*대상차량별 생산일자>V60CC: 2020.09.10~2020.09.22V90CC: 2020.09.10~2020.09.17XC60: 2020.09.16~2020.09.22XC90: 2020.09.18~2020.09.21","SRS 컨트롤 유닛 고정 볼트의 토크를 확인한 뒤, 필요한 경우 올바른 조임 토크로 조이는 작업 실시<*단, 차량 출고 전 점검 및 조치가 완료된 경우가 있으므로, 서비스센터 방문 전 조치 상태에 대해 고객센터 또는 서비스센터에 문의 후 방문하시길 바랍니다.>",볼보코리아 대표번호 1588-1777,[볼보] V60CC 등 4차종 - SRS 컨트롤 유닛 관련 리콜,국토교통부,2021-02-04,[볼보] V60CC 등 4차종 - SRS 컨트롤 유닛 관련 리콜
1215,1215,현대자동차(주),GV80 (JX1),2019-12-31 ~ 2020-09-08,2021-02-04 ~,"8,783 대",주행장치,고압펌프 리콜 조치 시 연료탱크 점검 미흡으로 인해 고압펌프 연료압력 형성 불량이 발생되어 연료 공급이 되지 않이 시동이 꺼질 수 있는 가능성에 따른 리콜,"고압펌프 및 관련 부품 교환 조치<*단, 일부 차량의 경우 이미 리콜에 해당하는 조치가 완료되어 추가 조치가 필요v하지 않은 경우가 있을 수 있으므로 자세한 사항은 제작사 고객센터로 문의주시기 바랍니다.>",제네시스 고객센터 080-700-6000,[현대] GV80 - 고압펌프 관련 리콜,국토교통부,2021-02-04,[현대] GV80 - 고압펌프 관련 리콜
1216,1216,스텔란티스코리아주식회사,짚랭글러,2019-01-22 ~ 2019-01-31,2021-02-01 ~,326 대,연료장치,"스티어링 휠(조향 핸들)을 돌릴 때 전자식 스티어링 락(ESL) 전기 배선이 스티어링 칼럼 샤프트에 닿을 수 있으며, 이런 현상이 지속되면 전자식 스티어링 락 전기 배선이 마모되어 손상될 수 있고 이런 경우 락 전기 배선이 손상되어 시동이 꺼지거나 또는 파워 스티어링 어시스트가 작동하지 않아 스티어링 휠을 조작하는데 있어 정상일 때보다 더 많은 힘이 들 수 있는 가능성에 따른 리콜","전자식 스티어링 락 전기 배선의 손상 유무를 확인할 것이며, 배선 손상이 없을 경우 배선이 스티어링 칼럼 샤프트에 닿지 않도록 클립으로 고정하고, 만약 배선이 손상되었으면 배선을 새로운 부품으로 교체 후, 클립으로 배선을 고정함<*단 일부 차량의 경우 시정조치가 이미 완료되어 해당 제작결함과 관련된 시정조치를 위해 서비스센터를 방문할 필요가 없는 경우가 있을 수 있으므로 자세한 사항은 제작사 고객센터로 문의주시기 바랍니다.>",에프씨에이코리아 대표번호 080-365-2470,[스텔란티스] 짚랭글러 - 전자식 스티어링 락 전기 배선 관련 리콜,국토교통부,2021-02-01,[스텔란티스] 짚랭글러 - 전자식 스티어링 락 전기 배선 관련 리콜
